host,dopant,dopant_site,site_index,E_f_eV,relaxed_SG,coord_relaxed,MSD_slope,MSD_final,vol_change_pct,MD_SG,verdict
KCoO2,Mn,Co,16,-2.5260,Pm (6),5,-0.0026,0.282,0.00,P1 (1),STABLE
