r_A,g(r)
2.500000000000000139e-02 0.000000000000000000e+00
7.500000000000001110e-02 0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00
1.750000000000000167e-01 0.000000000000000000e+00
2.250000000000000056e-01 0.000000000000000000e+00
2.750000000000000222e-01 0.000000000000000000e+00
3.250000000000000666e-01 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00
4.250000000000000444e-01 0.000000000000000000e+00
4.749999999999999778e-01 0.000000000000000000e+00
5.250000000000000222e-01 0.000000000000000000e+00
5.750000000000000666e-01 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00
6.750000000000000444e-01 0.000000000000000000e+00
7.250000000000000888e-01 0.000000000000000000e+00
7.750000000000000222e-01 0.000000000000000000e+00
8.250000000000000666e-01 0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00
9.250000000000000444e-01 0.000000000000000000e+00
9.750000000000000888e-01 0.000000000000000000e+00
1.024999999999999911e+00 0.000000000000000000e+00
1.075000000000000178e+00 0.000000000000000000e+00
1.125000000000000000e+00 0.000000000000000000e+00
1.175000000000000266e+00 0.000000000000000000e+00
1.225000000000000089e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.325000000000000178e+00 0.000000000000000000e+00
1.375000000000000000e+00 0.000000000000000000e+00
1.425000000000000266e+00 0.000000000000000000e+00
1.475000000000000089e+00 0.000000000000000000e+00
1.524999999999999911e+00 0.000000000000000000e+00
1.575000000000000178e+00 0.000000000000000000e+00
1.625000000000000000e+00 0.000000000000000000e+00
1.675000000000000266e+00 0.000000000000000000e+00
1.725000000000000089e+00 0.000000000000000000e+00
1.774999999999999911e+00 0.000000000000000000e+00
1.825000000000000178e+00 0.000000000000000000e+00
1.875000000000000000e+00 0.000000000000000000e+00
1.925000000000000266e+00 0.000000000000000000e+00
1.975000000000000089e+00 2.327300875694491775e-03
2.025000000000000355e+00 7.084132182391375543e-02
2.075000000000000178e+00 2.993910925620153485e-01
2.125000000000000000e+00 7.538763718966777772e-01
2.174999999999999822e+00 1.312575555476705125e+00
2.225000000000000089e+00 2.006060488970963451e+00
2.275000000000000355e+00 2.518711184982560525e+00
2.325000000000000178e+00 2.613066192006671784e+00
2.375000000000000000e+00 2.587888432405162753e+00
2.425000000000000266e+00 2.284677803433924570e+00
2.475000000000000089e+00 1.874678729516354947e+00
2.525000000000000355e+00 1.500736961330322750e+00
2.575000000000000178e+00 1.159619944964868976e+00
2.625000000000000000e+00 7.746498541444973851e-01
2.675000000000000266e+00 5.835754207351112610e-01
2.725000000000000089e+00 3.936493977272454425e-01
2.775000000000000355e+00 2.994294237775478318e-01
2.825000000000000178e+00 2.172617111876404272e-01
2.875000000000000000e+00 2.317359913390674986e-01
2.925000000000000266e+00 2.875439821295731058e-01
2.975000000000000089e+00 3.825794377108309718e-01
3.025000000000000355e+00 5.079324226341898063e-01
3.075000000000000178e+00 6.288365735482916996e-01
3.125000000000000000e+00 8.022273889520412649e-01
3.175000000000000266e+00 9.734753692845977691e-01
3.225000000000000089e+00 1.190533622964095928e+00
3.275000000000000355e+00 1.374517106153484214e+00
3.325000000000000178e+00 1.598708872059616537e+00
3.375000000000000000e+00 1.699129103946572572e+00
3.425000000000000266e+00 1.810845668420790533e+00
3.475000000000000089e+00 1.873376866357933768e+00
3.525000000000000355e+00 1.955035281509991618e+00
3.575000000000000178e+00 1.968919075219338399e+00
3.625000000000000000e+00 1.901162067722048432e+00
3.675000000000000266e+00 1.752318625706913879e+00
3.725000000000000089e+00 1.715405767955445748e+00
3.775000000000000355e+00 1.069555972140978639e+00
3.825000000000000178e+00 7.948276809873615623e-01
3.875000000000000000e+00 6.680448143831967389e-01
3.925000000000000266e+00 5.816002216423222793e-01
3.975000000000000089e+00 5.193748280427684660e-01
4.025000000000000355e+00 4.667668071995434986e-01
4.075000000000000178e+00 4.482758668926811185e-01
4.125000000000000000e+00 4.134666921225794156e-01
4.175000000000000711e+00 3.734160054736663792e-01
4.224999999999999645e+00 3.849720376479626172e-01
4.275000000000000355e+00 3.655883173350453208e-01
4.325000000000000178e+00 4.105677874759292578e-01
4.375000000000000000e+00 3.950714256136936831e-01
4.425000000000000711e+00 4.232831303468386763e-01
4.474999999999999645e+00 3.961978241875394602e-01
4.525000000000000355e+00 3.928106804424608689e-01
4.575000000000000178e+00 3.742961256644165569e-01
4.625000000000000000e+00 3.577592186142136699e-01
4.675000000000000711e+00 3.642697400294138688e-01
4.724999999999999645e+00 3.911633701220955106e-01
4.775000000000000355e+00 4.073011297609477888e-01
4.825000000000001066e+00 4.573936274689394677e-01
4.875000000000000000e+00 5.084117139380305295e-01
4.925000000000000711e+00 5.729931813634844273e-01
4.974999999999999645e+00 6.191173930878852705e-01
5.025000000000000355e+00 6.970957095057270791e-01
5.075000000000001066e+00 6.502958914754348729e-01
5.125000000000000000e+00 6.542588521247173494e-01
5.175000000000000711e+00 6.348977704319134219e-01
5.224999999999999645e+00 6.121642053238335324e-01
5.275000000000000355e+00 5.644011734644803768e-01
5.325000000000001066e+00 5.436071928260579611e-01
5.375000000000000000e+00 5.234856640094913693e-01
5.425000000000000711e+00 5.046270737514588767e-01
5.474999999999999645e+00 4.500256783866278809e-01
5.525000000000000355e+00 4.671951795856728040e-01
5.575000000000001066e+00 4.565159622759790703e-01
5.625000000000000000e+00 4.226145315388312729e-01
5.675000000000000711e+00 3.754561529868387648e-01
5.724999999999999645e+00 3.024533430637970088e-01
5.775000000000000355e+00 2.651195247711602421e-01
5.825000000000001066e+00 2.105569620037159029e-01
5.875000000000000000e+00 1.833174337953988042e-01
5.925000000000000711e+00 1.833395912074882728e-01
5.974999999999999645e+00 2.115603320084410155e-01
